title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Guangdong Provincial Public Data Management Measures,25.11.2021,provincial,Guangdong Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Parental Consent for Minors']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data collection and management.,TRUE,4_government_regulations/广东省公共数据管理办法(FBM-CLI.11.4619854).txt,4_government_regulations,data protection
Zhengzhou E-commerce Promotion and Management Measures,01.06.2020,city,Zhengzhou,FALSE,general,[],['Security & Management'],"['Information Transmission, Software & IT Services', 'Wholesale & Retail Trade']",[],['Information Processing'],Regulates e-commerce practices and data management.,FALSE,4_government_regulations/郑州市电子商务促进与管理办法(FBM-CLI.11.1593093).txt,4_government_regulations,data protection
Liaoning Province Map Management Regulations,15.11.2018,provincial,Liaoning Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates map management and personal location data.,FALSE,4_government_regulations/辽宁省地图管理规定(2018)(FBM-CLI.11.1484354).txt,4_government_regulations,data protection
Hubei Province Digital Economy Promotion Measures,01.07.2023,provincial,Hubei Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,4_government_regulations/湖北省数字经济促进办法(FBM-CLI.11.6928734).txt,4_government_regulations,data protection
Qingdao Public Data Management Measures,18.12.2023,city,Qingdao,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data management and sharing.,TRUE,4_government_regulations/青岛市公共数据管理办法(FBM-CLI.11.7316194).txt,4_government_regulations,data protection
Beijing Natural Science Fund Management Measures (2024 Revision),19.11.2024,city,Beijing,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/北京市自然科学基金管理办法(2024修订)(FBM-CLI.11.8054056).txt,4_government_regulations,data protection
Wuhan Non-Motor Vehicle Management Measures (2024 Revision),09.05.2024,city,Wuhan,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates non-motor vehicle management and safety.,FALSE,4_government_regulations/武汉市非机动车管理办法(2024修改)(FBM-CLI.11.8637680).txt,4_government_regulations,data protection
Fujian Province Food Safety Information Traceability Management Measures (2024 Revision),01.02.2024,provincial,Fujian Province,FALSE,general,[],[],['Health & Social Work'],[],[],Regulates food safety information traceability.,FALSE,4_government_regulations/福建省食品安全信息追溯管理办法(2024修订)(FBM-CLI.11.7377367).txt,4_government_regulations,data protection
Jiangsu Provincial Public Data Management Measures,14.12.2021,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data management and security.,FALSE,4_government_regulations/江苏省公共数据管理办法(FBM-CLI.11.4789996).txt,4_government_regulations,data protection
Hubei Province Digital Economy Promotion Measures (2024 Revision),10.05.2023,provincial,Hubei Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,4_government_regulations/湖北省数字经济促进办法(2024修订)(FBM-CLI.11.8442178).txt,4_government_regulations,data protection
Regulations on the Management of Online Ride-Hailing Services in Shanghai,21.12.2016,city,Shanghai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates ride-hailing services and personal data protection.,FALSE,4_government_regulations/上海市网络预约出租汽车经营服务管理若干规定(FBM-CLI.11.1234765).txt,4_government_regulations,data protection
Interim Measures for the Construction and Operation Management of the Digital City Operation and Governance Center in Chongqing,17.12.2024,city,Chongqing,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates digital governance and data management.,FALSE,4_government_regulations/重庆市数字化城市运行和治理中心建设运行管理...(FBM-CLI.11.8573112).txt,4_government_regulations,data protection
Regulations on the Management of China (Hebei) Pilot Free Trade Zone,10.10.2019,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Health & Social Work']",[],[],Promotes data protection in digital commerce.,FALSE,4_government_regulations/中国(河北)自由贸易试验区管理办法(FBM-CLI.11.1544967).txt,4_government_regulations,data protection
Regulations on Security Management of the Hotel Industry in Guangdong Province (Revised 2024),26.12.2024,provincial,Guangdong Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Accommodation & Catering'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates hotel security and guest privacy.,TRUE,4_government_regulations/广东省旅馆业治安管理规定(2024修订)(FBM-CLI.11.8443142).txt,4_government_regulations,data protection
Jinan Internet Rental Bicycle Management Measures,31.12.2022,city,Jinan,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Transportation, Storage & Postal Services']",['Parental Consent for Minors'],[],Regulates internet rental bicycles and user data.,FALSE,4_government_regulations/济南市互联网租赁自行车管理办法(FBM-CLI.11.5754739).txt,4_government_regulations,data protection
Hebei Provincial Administrative Data Sharing Application Management Measures,25.10.2022,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates sharing of administrative data.,TRUE,4_government_regulations/河北省政务数据共享应用管理办法(FBM-CLI.11.5635566).txt,4_government_regulations,data protection
Decision of the Xiamen Municipal People's Government on Abolishing and Modifying Certain Municipal Government Regulations,26.04.2018,city,Xiamen,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/厦门市人民政府关于废止和修改部分市政府规章...(FBM-CLI.11.1452473).txt,4_government_regulations,data protection
Decision of the Guangzhou Municipal People's Government on Amending Certain Municipal Government Regulations,19.04.2023,city,Guangzhou,FALSE,general,[],['Security & Management'],"['Real Estate', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],['Information Processing'],Amends regulations on personal information handling.,TRUE,4_government_regulations/广州市人民政府关于修改部分市政府规章的决定(FBM-CLI.11.6866749).txt,4_government_regulations,data protection
Mianyang City Security Construction Regulations,25.11.2022,city,Mianyang,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/绵阳市平安建设规定(FBM-CLI.11.5671062).txt,4_government_regulations,data protection
Jiangmen Municipal Public Data Sharing and Open Utilization Management Measures,06.07.2023,city,Jiangmen,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data sharing and protection.,TRUE,4_government_regulations/江门市公共数据共享和开放利用管理办法(FBM-CLI.11.7022957).txt,4_government_regulations,data protection
